Danny Ings,LIV,7.0,Knee injury - Unknown return date,Forward,CRY-H MCI-A SWA-H,"[Game vs. TOT A: 0 pts, Game vs. SOU H: 0 pts, Game vs. CHE A: 0 pts]",0.0,0.0,203,1.2461453179,4
Leiva Lucas,LIV,4.4,,Midfielder,CRY-H MCI-A SWA-H,"[Game vs. TOT A: 2 pts, Game vs. SOU H: 3 pts, Game vs. CHE A: 1 pts]",,,187,1.2403672101,4
Yann Kermorgant,BOU,4.6,,Forward,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 0 pts, Game vs. TOT H: 1 pts, Game vs. SOU A: 0 pts]",100.0,100.0,75,1.23812789579,4
Danny Rose,TOT,5.2,Knock - 75% chance of playing,Defender,ARS-A WHU-H CHE-H,"[Game vs. LIV H: 9 pts, Game vs. BOU A: 4 pts, Game vs. AVL H: 5 pts]",100.0,75.0,325,1.2306356466,4
Jack Colback,NEW,5.2,Knee injury - Expected back 12 Dec,Midfielder,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 2 pts, Game vs. SUN A: 0 pts, Game vs. STK H: 0 pts]",0.0,0.0,265,1.2252012085,4
James McClean,WBA,4.7,,Midfielder,MUN-A ARS-H WHU-A,"[Game vs. SUN H: 3 pts, Game vs. NOR A: 5 pts, Game vs. LEI H: 2 pts]",,,460,1.20193838037,4
Tom Cleverley,EVE,5.1,,Midfielder,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 0 pts, Game vs. ARS A: 0 pts, Game vs. SUN H: 0 pts]",100.0,100.0,139,1.18942838117,4
Patrick van Aanholt,SUN,4.6,,Defender,SOU-H CRY-A STK-H,"[Game vs. WBA A: 0 pts, Game vs. NEW H: 0 pts, Game vs. EVE A: 2 pts]",,,379,1.16758910064,4
Mamadou Sakho,LIV,4.8,,Defender,CRY-H MCI-A SWA-H,"[Game vs. TOT A: 6 pts, Game vs. SOU H: 2 pts, Game vs. CHE A: 2 pts]",,,180,1.15967135755,3
Modou Barrow,SWA,4.4,,Forward,NOR-A BOU-H LIV-A,"[Game vs. STK H: 1 pts, Game vs. AVL A: 1 pts, Game vs. ARS H: 1 pts]",100.0,100.0,419,1.15738954258,3
Roberto Firmino,LIV,8.0,,Midfielder,CRY-H MCI-A SWA-H,"[Game vs. TOT A: 0 pts, Game vs. SOU H: 1 pts, Game vs. CHE A: 5 pts]",100.0,100.0,198,1.14945811919,3
Adam Lallana,LIV,7.3,,Midfielder,CRY-H MCI-A SWA-H,"[Game vs. TOT A: 3 pts, Game vs. SOU H: 3 pts, Game vs. CHE A: 2 pts]",100.0,100.0,194,1.14945811919,3
Alexander Tettey,NOR,4.3,,Midfielder,SWA-H CHE-A ARS-H,"[Game vs. NEW A: 2 pts, Game vs. WBA H: 2 pts, Game vs. MCI A: 1 pts]",,,289,1.14389873705,3
Sung-yueng Ki,SWA,5.1,,Midfielder,NOR-A BOU-H LIV-A,"[Game vs. STK H: 1 pts, Game vs. AVL A: 2 pts, Game vs. ARS H: 1 pts]",100.0,100.0,413,1.1414397969,3
DeAndre Yedlin,SUN,4.4,,Defender,SOU-H CRY-A STK-H,"[Game vs. WBA A: 2 pts, Game vs. NEW H: 6 pts, Game vs. EVE A: 0 pts]",100.0,100.0,333,1.14108514151,3
Joshua King,BOU,4.6,,Midfielder,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 1 pts, Game vs. TOT H: 2 pts, Game vs. SOU A: 1 pts]",100.0,100.0,66,1.13666686707,3
Gabriel Obertan,NEW,4.3,Hamstring injury - Expected back 07 Nov,Midfielder,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 0 pts, Game vs. SUN A: 0 pts, Game vs. STK H: 0 pts]",0.0,0.0,260,1.13429211759,3
Claudio Yacob,WBA,4.4,,Midfielder,MUN-A ARS-H WHU-A,"[Game vs. SUN H: 2 pts, Game vs. NOR A: 3 pts, Game vs. LEI H: 2 pts]",,,458,1.11102928946,3
Pedro Obiang,WHU,4.9,,Midfielder,EVE-H TOT-A WBA-H,"[Game vs. CRY A: 0 pts, Game vs. CHE H: 1 pts, Game vs. WAT A: 0 pts]",100.0,100.0,481,1.10979501521,3
Leandro Bacuna,AVL,4.8,,Defender,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 0 pts, Game vs. SWA H: 1 pts, Game vs. TOT A: 1 pts]",,,32,1.09896981194,3
Marouane Chamakh,CRY,4.8,Lack of match fitness - Expected back 08 Nov,Forward,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 0 pts, Game vs. LEI A: 0 pts, Game vs. MUN H: 0 pts]",0.0,0.0,126,1.09530978349,3
Ezekiel Fryers,CRY,4.0,Not in 25 man squad,Defender,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 0 pts, Game vs. LEI A: 0 pts, Game vs. MUN H: 0 pts]",100.0,100.0,110,1.08390698154,3
Joe Ledley,CRY,4.7,,Midfielder,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 1 pts, Game vs. LEI A: 0 pts, Game vs. MUN H: 0 pts]",100.0,100.0,116,1.06593329568,3
Leonardo Ulloa,LEI,5.3,,Forward,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 0 pts, Game vs. CRY H: 0 pts, Game vs. WBA A: 2 pts]",75.0,100.0,171,1.06580347475,3
Kelechi Iheanacho,MCI,4.9,,Forward,AVL-A LIV-H SOU-H,"[Game vs. BOU H: 1 pts, Game vs. MUN A: 1 pts, Game vs. NOR H: 1 pts]",100.0,100.0,542,1.06493742554,3
Jordon Ibe,LIV,4.6,,Midfielder,CRY-H MCI-A SWA-H,"[Game vs. TOT A: 1 pts, Game vs. SOU H: 1 pts, Game vs. CHE A: 4 pts]",,,192,1.05854902828,3
Graham Dorrans,NOR,4.6,,Midfielder,SWA-H CHE-A ARS-H,"[Game vs. NEW A: 1 pts, Game vs. WBA H: 0 pts, Game vs. MCI A: 0 pts]",,,288,1.05298964614,3
Ben Davies,TOT,4.5,,Defender,ARS-A WHU-H CHE-H,"[Game vs. LIV H: 0 pts, Game vs. BOU A: 0 pts, Game vs. AVL H: 1 pts]",,,330,1.04881746478,3
Nathan Dyer,LEI,4.7,,Midfielder,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 4 pts, Game vs. CRY H: 1 pts, Game vs. WBA A: 1 pts]",100.0,100.0,409,1.01781116977,3
Julian Speroni,CRY,4.4,,Goalkeeper,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 0 pts, Game vs. LEI A: 0 pts, Game vs. MUN H: 0 pts]",100.0,100.0,102,1.01769108938,3
Fabricio Coloccini,NEW,4.5,,Defender,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 1 pts, Game vs. SUN A: -3 pts, Game vs. STK H: 6 pts]",100.0,100.0,256,1.01440090568,3
Branislav Ivanovic,CHE,6.5,Hamstring injury - Expected back 07 Nov,Defender,STK-A NOR-H TOT-A,"[Game vs. AVL H: 0 pts, Game vs. WHU A: 0 pts, Game vs. LIV H: 0 pts]",0.0,0.0,79,1.01337055447,3
Adnan Januzaj,MUN,5.5,Joined Borussia Dortmund in season-long loan deal,Midfielder,WBA-H WAT-A LEI-A,"[Game vs. EVE A: 0 pts, Game vs. MCI H: 0 pts, Game vs. CRY A: 0 pts]",0.0,0.0,243,1.00685144802,3
Jonas Olsson,WBA,4.4,,Defender,MUN-A ARS-H WHU-A,"[Game vs. SUN H: 0 pts, Game vs. NOR A: 0 pts, Game vs. LEI H: 0 pts]",100.0,100.0,447,1.00476110118,3
Idrissa Gueye,AVL,4.7,,Midfielder,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 2 pts, Game vs. SWA H: 2 pts, Game vs. TOT A: 0 pts]",100.0,100.0,493,1.00049111987,3
Lee Cattermole,SUN,4.3,Knock - 75% chance of playing,Midfielder,SOU-H CRY-A STK-H,"[Game vs. WBA A: 2 pts, Game vs. NEW H: 3 pts, Game vs. EVE A: 1 pts]",,75.0,383,0.995980248416,3
Mauro Zárate,WHU,5.3,,Forward,EVE-H TOT-A WBA-H,"[Game vs. CRY A: 1 pts, Game vs. CHE H: 9 pts, Game vs. WAT A: 1 pts]",100.0,100.0,487,0.993223963158,3
Jordon Mutch,CRY,4.2,,Midfielder,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 0 pts, Game vs. LEI A: 0 pts, Game vs. MUN H: 0 pts]",100.0,100.0,118,0.975024204768,3
Mile Jedinak,CRY,4.7,,Midfielder,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 0 pts, Game vs. LEI A: 1 pts, Game vs. MUN H: 1 pts]",100.0,100.0,115,0.975024204768,3
Stephen Ireland,STK,4.8,,Midfielder,CHE-H SOU-A SUN-A,"[Game vs. SWA A: 1 pts, Game vs. WAT H: 0 pts, Game vs. NEW A: 0 pts]",,,362,0.974594220066,3
Daniel Sturridge,LIV,10.2,Knee injury - Expected back 08 Nov,Forward,CRY-H MCI-A SWA-H,"[Game vs. TOT A: 0 pts, Game vs. SOU H: 0 pts, Game vs. CHE A: 0 pts]",0.0,0.0,199,0.973418045171,3
Aaron Lennon,EVE,5.7,,Midfielder,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 2 pts, Game vs. ARS A: 2 pts, Game vs. SUN H: 0 pts]",,,346,0.965635423385,3
Tokelo Rantie,BOU,4.3,,Forward,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 0 pts, Game vs. TOT H: 0 pts, Game vs. SOU A: 0 pts]",,,76,0.965400623059,3
Adam Federici,BOU,4.4,,Goalkeeper,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 2 pts, Game vs. TOT H: 0 pts, Game vs. SOU A: 1 pts]",,,56,0.962996615231,3
Gabriel Agbonlahor,AVL,4.8,Calf injury - 75% chance of playing,Forward,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 0 pts, Game vs. SWA H: 5 pts, Game vs. TOT A: 1 pts]",100.0,75.0,52,0.947063345878,3
Conor McAleny,EVE,4.4,Signed for Charlton on loan until 7/11. - Expected back 14 Nov,Forward,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 0 pts, Game vs. ARS A: 0 pts, Game vs. SUN H: 0 pts]",0.0,0.0,547,0.931987648627,3
John Obi Mikel,CHE,4.3,,Midfielder,STK-A NOR-H TOT-A,"[Game vs. AVL H: 0 pts, Game vs. WHU A: 0 pts, Game vs. LIV H: 1 pts]",,,94,0.930859189866,3
John Terry,CHE,6.6,,Defender,STK-A NOR-H TOT-A,"[Game vs. AVL H: 7 pts, Game vs. WHU A: 1 pts, Game vs. LIV H: 1 pts]",100.0,100.0,78,0.922461463557,3
Alan Hutton,AVL,4.3,,Defender,MCI-H EVE-A WAT-H,"[Game vs. CHE A: -1 pts, Game vs. SWA H: 1 pts, Game vs. TOT A: 0 pts]",,,37,0.917151630121,3
Bryan Oviedo,EVE,4.3,Hamstring injury - 75% chance of playing,Midfielder,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 0 pts, Game vs. ARS A: 0 pts, Game vs. SUN H: 1 pts]",100.0,75.0,147,0.916701108439,3
Carles Gil de Pareja Vicent,AVL,4.7,,Midfielder,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 2 pts, Game vs. SWA H: 1 pts, Game vs. TOT A: 1 pts]",100.0,100.0,44,0.909582028965,3
Carlos Sánchez,AVL,4.3,,Midfielder,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 0 pts, Game vs. SWA H: 0 pts, Game vs. TOT A: 2 pts]",,,50,0.909582028965,3
Andy King,LEI,4.2,,Midfielder,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 0 pts, Game vs. CRY H: 0 pts, Game vs. WBA A: 1 pts]",,,165,0.876729452805,3
Tyrone Mings,BOU,4.2,Knee injury - Unknown return date,Defender,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 0 pts, Game vs. TOT H: 0 pts, Game vs. SOU A: 0 pts]",0.0,0.0,62,0.873033728621,3
Florian Thauvin,NEW,5.9,,Midfielder,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 0 pts, Game vs. SUN A: 1 pts, Game vs. STK H: 0 pts]",,,562,0.859499506762,3
Reece Oxford,WHU,3.9,,Defender,EVE-H TOT-A WBA-H,"[Game vs. CRY A: 0 pts, Game vs. CHE H: 0 pts, Game vs. WAT A: 0 pts]",100.0,100.0,473,0.85933078474,3
Jordan Ayew,AVL,5.5,,Forward,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 1 pts, Game vs. SWA H: 9 pts, Game vs. TOT A: 4 pts]",,,523,0.856154254969,3
Marouane Fellaini,MUN,6.2,,Midfielder,WBA-H WAT-A LEI-A,"[Game vs. EVE A: 1 pts, Game vs. MCI H: 1 pts, Game vs. CRY A: 1 pts]",100.0,100.0,239,0.825033266206,2
Jesse Lingard,MUN,4.5,,Midfielder,WBA-H WAT-A LEI-A,"[Game vs. EVE A: 1 pts, Game vs. MCI H: 1 pts, Game vs. CRY A: 1 pts]",,,594,0.8192208472,2
Radamel Falcao García Zárate,CHE,6.9,,Forward,STK-A NOR-H TOT-A,"[Game vs. AVL H: 0 pts, Game vs. WHU A: 1 pts, Game vs. LIV H: 1 pts]",100.0,100.0,101,0.818982721604,2
Yohan Benalouane,LEI,4.3,,Defender,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 0 pts, Game vs. CRY H: 0 pts, Game vs. WBA A: 0 pts]",100.0,100.0,533,0.807691661373,2
Miguel Britos,WAT,4.5,,Defender,LEI-A MUN-H AVL-A,"[Game vs. ARS H: 0 pts, Game vs. STK A: 6 pts, Game vs. WHU H: 6 pts]",100.0,100.0,519,0.802295254261,2
Robert Elliot,NEW,4.0,Thigh injury - 50% chance of playing,Goalkeeper,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 2 pts, Game vs. SUN A: 1 pts, Game vs. STK H: 7 pts]",,50.0,253,0.801166350231,2
Chung-yong Lee,CRY,4.3,,Midfielder,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 0 pts, Game vs. LEI A: 0 pts, Game vs. MUN H: 0 pts]",100.0,100.0,121,0.79320602295,2
Ibrahim Afellay,STK,5.2,,Midfielder,CHE-H SOU-A SUN-A,"[Game vs. SWA A: 1 pts, Game vs. WAT H: 0 pts, Game vs. NEW A: 1 pts]",100.0,100.0,525,0.792776038248,2
Baily Cargill,BOU,4.0,,Defender,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 0 pts, Game vs. TOT H: 0 pts, Game vs. SOU A: 0 pts]",,,540,0.782124637712,2
Tyias Browning,EVE,4.0,,Defender,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 0 pts, Game vs. ARS A: 0 pts, Game vs. SUN H: 0 pts]",,,136,0.758467825415,2
Paul Dummett,NEW,4.3,,Defender,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 1 pts, Game vs. SUN A: 1 pts, Game vs. STK H: 8 pts]",100.0,100.0,258,0.741673632948,2
Mikel Arteta,ARS,4.7,Ankle injury - Expected back 21 Nov,Midfielder,TOT-H WBA-A NOR-A,"[Game vs. WAT A: 1 pts, Game vs. EVE H: 0 pts, Game vs. SWA A: 0 pts]",0.0,0.0,20,0.740288777297,2
Thibaut Courtois,CHE,5.2,Knee injury - Expected back 19 Dec,Goalkeeper,STK-A NOR-H TOT-A,"[Game vs. AVL H: 0 pts, Game vs. WHU A: 0 pts, Game vs. LIV H: 0 pts]",0.0,0.0,77,0.735509784574,2
Ciaran Clark,AVL,4.4,,Defender,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 0 pts, Game vs. SWA H: 0 pts, Game vs. TOT A: 1 pts]",100.0,100.0,38,0.735333448303,2
Kevin Mirallas,EVE,6.8,,Midfielder,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 0 pts, Game vs. ARS A: 1 pts, Game vs. SUN H: 1 pts]",100.0,100.0,137,0.734882926621,2
Abdul Rahman Baba,CHE,5.8,,Defender,STK-A NOR-H TOT-A,"[Game vs. AVL H: 6 pts, Game vs. WHU A: 1 pts, Game vs. LIV H: 0 pts]",100.0,100.0,559,0.730929073197,2
Sebastien Bassong,NOR,4.4,,Defender,SWA-H CHE-A ARS-H,"[Game vs. NEW A: -1 pts, Game vs. WBA H: 2 pts, Game vs. MCI A: 1 pts]",,,277,0.73011740648,2
Sebastian Larsson,SUN,5.1,,Midfielder,SOU-H CRY-A STK-H,"[Game vs. WBA A: 2 pts, Game vs. NEW H: 1 pts, Game vs. EVE A: 1 pts]",,,384,0.723252975689,2
Oriol Romeu Vidal,SOU,4.3,,Midfielder,SUN-A STK-H MCI-A,"[Game vs. LEI H: 0 pts, Game vs. LIV A: 0 pts, Game vs. BOU H: 1 pts]",,,553,0.703225324463,2
Marvin Emnes,SWA,4.3,,Forward,NOR-A BOU-H LIV-A,"[Game vs. STK H: 0 pts, Game vs. AVL A: 0 pts, Game vs. ARS H: 0 pts]",,,418,0.702844088032,2
Ben Hamer,LEI,4.0,Joined Nottingham Forest on a season-long loan on 25/7. - Expected back 09 May,Goalkeeper,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 0 pts, Game vs. CRY H: 0 pts, Game vs. WBA A: 0 pts]",0.0,0.0,153,0.693206881155,2
Mark Schwarzer,LEI,4.0,,Goalkeeper,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 0 pts, Game vs. CRY H: 0 pts, Game vs. WBA A: 0 pts]",100.0,100.0,503,0.693206881155,2
Jonathan Maddison,LEI,4.0,,Goalkeeper,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 0 pts, Game vs. CRY H: 0 pts, Game vs. WBA A: 0 pts]",,,555,0.691698174405,2
Steven Berghuis,WAT,5.6,,Midfielder,LEI-A MUN-H AVL-A,"[Game vs. ARS H: 1 pts, Game vs. STK A: 0 pts, Game vs. WHU H: 0 pts]",100.0,100.0,526,0.687024063947,2
Leandro Rodríguez,EVE,4.5,,Forward,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 0 pts, Game vs. ARS A: 0 pts, Game vs. SUN H: 0 pts]",,,592,0.68198449595,2
Adam Armstrong,NEW,4.4,Joined Coventry City on loan on July 25 until January 16.  - Expected back 16 Jan,Forward,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 0 pts, Game vs. SUN A: 0 pts, Game vs. STK H: 0 pts]",0.0,0.0,272,0.680202467709,2
Emmanuel Riviere,NEW,5.4,Knee injury - Unknown return date,Forward,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 0 pts, Game vs. SUN A: 0 pts, Game vs. STK H: 0 pts]",0.0,0.0,274,0.680202467709,2
Siem de Jong,NEW,6.1,,Midfielder,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 0 pts, Game vs. SUN A: 0 pts, Game vs. STK H: 1 pts]",100.0,100.0,268,0.679746663041,2
Cheick Tioté,NEW,4.4,,Midfielder,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 0 pts, Game vs. SUN A: 0 pts, Game vs. STK H: 3 pts]",100.0,100.0,261,0.679746663041,2
Lewis Grabban,NOR,4.4,,Forward,SWA-H CHE-A ARS-H,"[Game vs. NEW A: 0 pts, Game vs. WBA H: 0 pts, Game vs. MCI A: 1 pts]",100.0,100.0,295,0.674656858846,2
Martín Demichelis,MCI,5.3,,Defender,AVL-A LIV-H SOU-H,"[Game vs. BOU H: 0 pts, Game vs. MUN A: 1 pts, Game vs. NOR H: 1 pts]",100.0,100.0,211,0.660962905565,2
Rickie Lambert,WBA,5.5,,Forward,MUN-A ARS-H WHU-A,"[Game vs. SUN H: 1 pts, Game vs. NOR A: 1 pts, Game vs. LEI H: 5 pts]",,,200,0.630254654456,2
Fernando Francisco Reges,MCI,4.9,,Midfielder,AVL-A LIV-H SOU-H,"[Game vs. BOU H: 1 pts, Game vs. MUN A: 3 pts, Game vs. NOR H: 0 pts]",100.0,100.0,220,0.628110055197,2
Jordy Clasie,SOU,5.3,,Midfielder,SUN-A STK-H MCI-A,"[Game vs. LEI H: 1 pts, Game vs. LIV A: 3 pts, Game vs. BOU H: 3 pts]",100.0,100.0,508,0.620124862492,2
Ramiro Funes Mori,EVE,5.5,,Defender,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 0 pts, Game vs. ARS A: 1 pts, Game vs. SUN H: 1 pts]",,,583,0.616769020278,2
Joe Bennett,BOU,4.0,,Defender,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 0 pts, Game vs. TOT H: 0 pts, Game vs. SOU A: 0 pts]",,,576,0.592431652424,2
James Collins,WHU,4.3,Suspended until 05 Dec,Defender,EVE-H TOT-A WBA-H,"[Game vs. CRY A: 2 pts, Game vs. CHE H: 2 pts, Game vs. WAT A: -2 pts]",,0.0,467,0.586603512013,2
Calum Chambers,ARS,4.7,,Defender,TOT-H WBA-A NOR-A,"[Game vs. WAT A: 0 pts, Game vs. EVE H: 0 pts, Game vs. SWA A: 1 pts]",,,12,0.567534862899,2
Callum McManaman,WBA,4.6,,Midfielder,MUN-A ARS-H WHU-A,"[Game vs. SUN H: 0 pts, Game vs. NOR A: 0 pts, Game vs. LEI H: 4 pts]",100.0,100.0,459,0.565574744009,2
Muhamed Besic,EVE,4.4,Hamstring injury - 25% chance of playing,Midfielder,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 0 pts, Game vs. ARS A: 0 pts, Game vs. SUN H: 0 pts]",25.0,25.0,146,0.553064744803,2
Darron Gibson,EVE,4.4,,Midfielder,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 0 pts, Game vs. ARS A: 0 pts, Game vs. SUN H: 0 pts]",100.0,100.0,145,0.553064744803,2
Leon Osman,EVE,4.6,,Midfielder,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 0 pts, Game vs. ARS A: 0 pts, Game vs. SUN H: 1 pts]",,,140,0.553064744803,2
Roberto Soldado,TOT,5.9,Transferred to Villarreal,Forward,ARS-A WHU-H CHE-H,"[Game vs. LIV H: 0 pts, Game vs. BOU A: 0 pts, Game vs. AVL H: 0 pts]",0.0,0.0,351,0.548962823238,2
Emmanuel Adebayor,TOT,5.8,Released,Forward,ARS-A WHU-H CHE-H,"[Game vs. LIV H: 0 pts, Game vs. BOU A: 0 pts, Game vs. AVL H: 0 pts]",100.0,100.0,349,0.548962823238,2
Steven Whittaker,NOR,4.4,,Defender,SWA-H CHE-A ARS-H,"[Game vs. NEW A: -1 pts, Game vs. WBA H: 0 pts, Game vs. MCI A: 0 pts]",100.0,100.0,278,0.548299224661,2
Marcin Wasilewski,LEI,4.1,,Defender,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 0 pts, Game vs. CRY H: 0 pts, Game vs. WBA A: 0 pts]",,,157,0.534964388645,2
Paul Konchesky,LEI,4.5,Joined QPR on season-long loan deal,Defender,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 0 pts, Game vs. CRY H: 0 pts, Game vs. WBA A: 0 pts]",0.0,0.0,158,0.534964388645,2
Liam Moore,LEI,3.9,Joined Bristol City on loan until January. - Expected back 09 Jan,Defender,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 0 pts, Game vs. CRY H: 0 pts, Game vs. WBA A: 0 pts]",0.0,0.0,161,0.534964388645,2
Removed Player,LEI,5.0,-,Defender,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 0 pts, Game vs. CRY H: 0 pts, Game vs. WBA A: 0 pts]",,,534,0.534964388645,2
Sebastián Coates,SUN,4.2,,Defender,SOU-H CRY-A STK-H,"[Game vs. WBA A: 0 pts, Game vs. NEW H: 1 pts, Game vs. EVE A: 0 pts]",100.0,100.0,382,0.531225464273,2
Miguel Layún,WAT,4.5,Loaned to Porto,Defender,LEI-A MUN-H AVL-A,"[Game vs. ARS H: 0 pts, Game vs. STK A: 0 pts, Game vs. WHU H: 0 pts]",,,428,0.529567981534,2
Jonathan Williams,CRY,4.4,"Joined Nottingham Forest on loan until January 16, 2016. - Expected back 16 Jan",Midfielder,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 0 pts, Game vs. LEI A: 0 pts, Game vs. MUN H: 0 pts]",0.0,0.0,120,0.520478750223,2
Barry Bannan,CRY,4.4,Joined Sheffield Wednesday on 31/8,Midfielder,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 0 pts, Game vs. LEI A: 0 pts, Game vs. MUN H: 0 pts]",0.0,0.0,119,0.520478750223,2
Vito Mannone,SUN,4.3,,Goalkeeper,SOU-H CRY-A STK-H,"[Game vs. WBA A: 0 pts, Game vs. NEW H: 0 pts, Game vs. EVE A: 0 pts]",,,374,0.505761930723,2
Steven Caulker,SOU,5.3,,Defender,SUN-A STK-H MCI-A,"[Game vs. LEI H: 0 pts, Game vs. LIV A: 0 pts, Game vs. BOU H: 0 pts]",100.0,100.0,528,0.501024850912,2
Alessandro Diamanti,WAT,5.2,,Midfielder,LEI-A MUN-H AVL-A,"[Game vs. ARS H: 0 pts, Game vs. STK A: 0 pts, Game vs. WHU H: 0 pts]",,,560,0.497397416881,1
Gary Hooper,NOR,4.3,Signed for Sheffield Wednesday on loan until January. - Expected back 02 Jan,Forward,SWA-H CHE-A ARS-H,"[Game vs. NEW A: 0 pts, Game vs. WBA H: 0 pts, Game vs. MCI A: 0 pts]",0.0,0.0,296,0.492838677028,1
Gökhan Inler,LEI,4.6,,Midfielder,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 0 pts, Game vs. CRY H: 0 pts, Game vs. WBA A: 0 pts]",,,561,0.483273201721,1
Pablo Zabaleta,MCI,5.8,Knee injury - Expected back 21 Nov,Defender,AVL-A LIV-H SOU-H,"[Game vs. BOU H: 2 pts, Game vs. MUN A: 0 pts, Game vs. NOR H: 0 pts]",0.0,0.0,208,0.479144723747,1
Ruben Loftus-Cheek,CHE,4.8,,Midfielder,STK-A NOR-H TOT-A,"[Game vs. AVL H: 1 pts, Game vs. WHU A: 0 pts, Game vs. LIV H: 0 pts]",,,93,0.476313735321,1
Steven Taylor,NEW,3.9,Hamstring injury - Expected back 21 Nov,Defender,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 0 pts, Game vs. SUN A: 0 pts, Game vs. STK H: 0 pts]",0.0,0.0,255,0.468946360221,1
Mathieu Flamini,ARS,4.4,,Midfielder,TOT-H WBA-A NOR-A,"[Game vs. WAT A: 0 pts, Game vs. EVE H: 1 pts, Game vs. SWA A: 0 pts]",100.0,100.0,25,0.46756150457,1
Aiden McGeady,EVE,4.9,,Midfielder,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 0 pts, Game vs. ARS A: 0 pts, Game vs. SUN H: 0 pts]",100.0,100.0,142,0.462155653894,1
Steven Pienaar,EVE,4.8,Lack of match fitness - 50% chance of playing,Midfielder,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 0 pts, Game vs. ARS A: 0 pts, Game vs. SUN H: 0 pts]",50.0,50.0,143,0.462155653894,1
Martin Olsson,NOR,4.4,,Defender,SWA-H CHE-A ARS-H,"[Game vs. NEW A: 6 pts, Game vs. WBA H: 0 pts, Game vs. MCI A: 1 pts]",100.0,100.0,280,0.457390133752,1
Jordan Veretout,AVL,5.6,,Midfielder,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 0 pts, Game vs. SWA H: 0 pts, Game vs. TOT A: 0 pts]",,,530,0.45503657442,1
Jack Rodwell,SUN,4.8,,Midfielder,SOU-H CRY-A STK-H,"[Game vs. WBA A: 0 pts, Game vs. NEW H: 0 pts, Game vs. EVE A: 0 pts]",75.0,100.0,385,0.450525702962,1
Adam Matthews,SUN,4.2,Ankle injury - 50% chance of playing,Defender,SOU-H CRY-A STK-H,"[Game vs. WBA A: 0 pts, Game vs. NEW H: 0 pts, Game vs. EVE A: 0 pts]",0.0,50.0,490,0.440316373364,1
